index,X,t
1,1000.0,0.01023853071178174
2,1000.0,0.014538142051516538
3,58.2,0.00666668415393205
4,3518.119180160563,0.03933085499382714
5,0.0,0.01333333333333333
6,3518.119180160563,0.02444890986104571
7,1192.941097894931,0.003601285035712873
8,4503.821917734367,0.006484033300855073
9,0.0,0.003
10,4151.161729453978,0.004779155219269857
11,2347.843647188346,0.01147350488320142
12,3584.14,0.006044373603265128
13,4243.522771138987,0.07661534161143935
14,2980.964500592965,0.006114380293435312
15,5875.32,0.1149194268337004
16,5875.32,0.1577325466344908
17,2205.633769953055,0.009334491050207077
18,1355.958270546021,0.009644400320525543
19,2987.755499407034,0.0249506476768297
20,0.0,0.013666666666666667
21,1281.211917734367,0.01885373691881867
22,0.0,0.0028
23,0.0,0.0052499999999999995
24,0.0,0.015
25,0.0,0.00625
26,0.0,0.006333333333333333
27,0.0,0.01265
28,0.0,0.0205
29,0.0,0.013333333333333334
30,0.0,0.013333333333333334
